neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent
F-10, Islamabad,20,House,33.6918206,73.0066844,5,5,370
F-10, Islamabad,20,House,33.6918206,73.0066844,5,5,325
F-10, Islamabad,20,House,33.6918206,73.0066844,4,5,300
F-10, Islamabad,20,House,33.6918206,73.0066844,5,5,300
F-10, Islamabad,20,House,33.6918206,73.0066844,5,5,295
F-10, Islamabad,20,House,33.6918206,73.0066844,4,4,300
F-10, Islamabad,20,House,33.6918206,73.0066844,4,4,280
F-10, Islamabad,22,House,33.6918206,73.0066844,4,3,350
F-10/2, Islamabad,16,House,33.6915516,73.0005401,5,5,400
F-10/2, Islamabad,18,House,33.6915516,73.0005401,5,5,260
F-10/3, Islamabad,20,House,33.69630405,73.00521862,6,5,450
F-10/3, Islamabad,20,House,33.69630405,73.00521862,4,3,350
F-10/4, Islamabad,20,House,33.6898642,73.01194295,6,6,300
F-10/4, Islamabad,22,House,33.6898642,73.01194295,4,5,450
F-10/4, Islamabad,22,House,33.6898642,73.01194295,5,5,325
F-10/4, Islamabad,20,House,33.6898642,73.01194295,5,5,320
Askari 14, Rawalpindi,20,House,33.54216075,73.06608648,5,5,150
Askari 14, Rawalpindi,20,House,33.54216075,73.06608648,6,5,135
Askari 14, Rawalpindi,12,House,33.54216075,73.06608648,6,5,115
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,6,5,115
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,5,5,100
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,6,5,100
Askari 14, Rawalpindi,16,House,33.54216075,73.06608648,5,4,140
Askari 14, Rawalpindi,10.9,House,33.54216075,73.06608648,4,4,110
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,4,4,105
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,5,4,105
Askari 14, Rawalpindi,12,House,33.54216075,73.06608648,5,4,100
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,5,4,100
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,4,4,95
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,5,4,95
Askari 14, Rawalpindi,20,House,33.54216075,73.06608648,3,3,135
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,3,3,95
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,4,3,95
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,3,3,90
Askari 14, Rawalpindi,10,House,33.54216075,73.06608648,3,3,85
Askari 14, Rawalpindi,10.7,House,33.54216075,73.06608648,3,3,70
DHA Defence Phase 2, Islamabad,5,House,33.5276376,73.1114842,5,5,98
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,9,275
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,6,9,148
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,7,180
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,350
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,300
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,8,6,300
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,290
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,8,6,290
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,280
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,8,6,280
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,270
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,5,6,250
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,250
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,8,6,250
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,230
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,220
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,210
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,200
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,7,6,200
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,180
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,6,6,180
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,6,170
DHA Defence Phase 2, Islamabad,16,House,33.5276376,73.1114842,6,6,150
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,5,220
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,5,200
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,6,5,185
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,5,165
DHA Defence Phase 2, Islamabad,14,House,33.5276376,73.1114842,5,5,150
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,5,150
DHA Defence Phase 2, Islamabad,16,House,33.5276376,73.1114842,6,5,150
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,5,130
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,6,5,125
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,5,100
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,4,4,160
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,4,160
DHA Defence Phase 2, Islamabad,14,House,33.5276376,73.1114842,5,4,150
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,4,150
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,5,4,110
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,4,3,280
DHA Defence Phase 2, Islamabad,20,House,33.5276376,73.1114842,4,3,275
DHA Defence Phase 2, Islamabad,10,House,33.5276376,73.1114842,4,3,90
DHA Defence Phase 2, Islamabad,7,House,33.5276376,73.1114842,3,3,85
DHA Defence Phase 2, Islamabad,7,House,33.5276376,73.1114842,4,3,75
DHA Phase 2 - Sector C, Islamabad,10,House,33.5276376,73.1114842,6,5,110
DHA Phase 2 - Sector D, Islamabad,10,House,33.5276376,73.1114842,5,4,165
DHA Phase 2 - Sector E, Islamabad,20,House,33.5276376,73.1114842,6,6,290
DHA Phase 2 - Sector E, Islamabad,20,House,33.5276376,73.1114842,6,6,175
DHA Phase 2 - Sector G, Islamabad,20,House,33.5276376,73.1114842,6,9,280
DHA Phase 2 - Sector G, Islamabad,20,House,33.5276376,73.1114842,6,6,175
DHA Phase 2 - Sector G, Islamabad,16,House,33.5276376,73.1114842,5,4,140
DHA Phase 2 - Sector H, Islamabad,20,House,33.5276376,73.1114842,6,6,285
DHA Phase 2 - Sector H, Islamabad,20,House,33.5276376,73.1114842,6,6,175
DHA Phase 2 - Sector H, Islamabad,20,House,33.5276376,73.1114842,6,6,170
DHA Phase 2 - Sector J, Islamabad,20,House,33.5276376,73.1114842,6,10,330
DHA Phase 2 - Sector J, Islamabad,10,House,33.5276376,73.1114842,5,5,90
DHA Phase 2 - Sector J, Islamabad,5,House,33.5276376,73.1114842,5,5,75
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,5,130
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,5,110
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,7,220
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,6,400
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,6,230
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,7,6,230
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,6,210
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,6,190
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,400
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,390
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,320
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,300
Bahria Town Phase 2, Rawalpindi,15,House,33.5636623,73.1210451,6,5,300
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,250
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,5,220
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,6,5,220
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,195
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,5,5,190
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,190
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,170
Bahria Town Phase 2, Rawalpindi,20,House,33.5636623,73.1210451,6,5,160
Bahria Town Phase 2, Rawalpindi,11,House,33.5636623,73.1210451,6,5,160
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,6,5,120
Bahria Town Phase 2, Rawalpindi,12,House,33.5636623,73.1210451,6,5,110
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,6,5,110
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,6,5,85
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,4,5,65
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,4,4,250
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,250
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,130
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,4,4,110
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,110
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,105
Bahria Town Phase 2, Rawalpindi,11,House,33.5636623,73.1210451,5,4,100
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,95
Bahria Town Phase 2, Rawalpindi,10,House,33.5636623,73.1210451,5,4,85
E-11, Islamabad,20,House,33.6951189,72.972418,5,10,650
E-11, Islamabad,20,House,33.6951189,72.972418,6,7,600
E-11, Islamabad,20,House,33.6951189,72.972418,6,7,500
E-11, Islamabad,20,House,33.6951189,72.972418,6,6,375
E-11, Islamabad,20,House,33.6951189,72.972418,6,6,350
E-11, Islamabad,18,House,33.6951189,72.972418,6,6,350
E-11, Islamabad,20,House,33.6951189,72.972418,6,5,430
E-11, Islamabad,20,House,33.6951189,72.972418,6,5,280
E-11, Islamabad,20,House,33.6951189,72.972418,5,5,250
E-11, Islamabad,10,House,33.6951189,72.972418,6,5,250
E-11, Islamabad,10,House,33.6951189,72.972418,5,5,220
E-11, Islamabad,10,House,33.6951189,72.972418,5,5,200
E-11, Islamabad,7,House,33.6951189,72.972418,4,4,200
E-11, Islamabad,8,House,33.6951189,72.972418,4,4,195
E-11, Islamabad,10,House,33.6951189,72.972418,4,4,190
E-11, Islamabad,6,House,33.6951189,72.972418,4,4,160
E-11, Islamabad,7,House,33.6951189,72.972418,5,4,140
E-11/1, Islamabad,8,House,33.6952316,72.970979,4,4,220
E-11/2, Islamabad,22,House,33.700958,72.9728034,6,7,400
E-11/2, Islamabad,16,House,33.700958,72.9728034,6,7,300
E-11/3, Islamabad,20,House,33.7025879,72.9776753,6,6,360
E-11/3, Islamabad,20,House,33.7025879,72.9776753,6,6,350
Ghauri Town, Islamabad,6,House,33.5996227,73.1357793,6,6,58
Ghauri Town, Islamabad,5,House,33.5996227,73.1357793,6,6,55
Ghauri Town, Islamabad,10,House,33.5996227,73.1357793,4,4,42
Ghauri Town, Islamabad,10,House,33.5996227,73.1357793,4,3,45
Ghauri Town, Islamabad,10,House,33.5996227,73.1357793,3,3,42
Ghauri Town, Islamabad,4,House,33.5996227,73.1357793,3,3,32
Ghauri Town, Islamabad,5,House,33.5996227,73.1357793,4,3,30
Ghauri Town, Islamabad,6,House,33.5996227,73.1357793,3,2,25
Ghauri Town, Islamabad,5,House,33.5996227,73.1357793,3,2,25
Ghauri Town, Islamabad,3,House,33.5996227,73.1357793,2,2,18
Ghauri Town, Islamabad,3.6,House,33.5996227,73.1357793,2,2,17.5
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,5,130
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,5,125
Bahria Town Phase 5, Rawalpindi,30,House,33.5517029,73.1249105,8,7,180
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,5,230
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,6,5,185
Bahria Town Phase 5, Rawalpindi,20,House,33.5517029,73.1249105,6,5,149
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,6,5,110
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,4,240
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,4,210
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,4,190
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,4,115
Bahria Town Phase 5, Rawalpindi,10,House,33.5517029,73.1249105,5,4,100
Chaklala Scheme 3, Rawalpindi,10,House,33.5878597,73.0872416,5,5,150
Chaklala Scheme 3, Rawalpindi,20,House,33.5878597,73.0872416,6,6,180
Chaklala Scheme 3, Rawalpindi,10,House,33.5878597,73.0872416,4,5,130
Chaklala Scheme 3, Rawalpindi,10,House,33.5878597,73.0872416,5,5,125
Chaklala Scheme 3, Rawalpindi,10,House,33.5878597,73.0872416,6,5,75
Chaklala Scheme 3, Rawalpindi,12,House,33.5878597,73.0872416,4,4,130
Chaklala Scheme 3, Rawalpindi,5,House,33.5878597,73.0872416,6,4,64
Chaklala Scheme 3, Rawalpindi,5,House,33.5878597,73.0872416,4,4,60
Chaklala Scheme 3, Rawalpindi,5,House,33.5878597,73.0872416,6,4,60
Chaklala Scheme 3, Rawalpindi,5,House,33.5878597,73.0872416,4,3,55
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,5,5,120
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,7,225
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,7,6,400
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,6,350
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,6,220
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,7,6,200
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,6,160
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,6,150
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,5,5,399
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,360
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,330
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,270
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,230
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,220
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,200
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,198
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,195
Bahria Town Phase 3, Rawalpindi,15,House,33.5517029,73.1249105,6,5,160
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,6,5,150
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,130
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,125
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,120
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,5,5,115
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,4,5,110
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,5,5,110
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,110
Bahria Town Phase 3, Rawalpindi,14,House,33.5517029,73.1249105,6,5,100
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,100
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,6,5,90
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,4,4,350
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,4,4,95
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,5,4,90
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,3,3,125
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,4,3,120
Bahria Town Phase 3, Rawalpindi,10,House,33.5517029,73.1249105,4,3,100
Bahria Town Phase 3, Rawalpindi,20,House,33.5517029,73.1249105,3,2,150
Bahria Enclave, Islamabad,20,House,33.6550843,73.2051385,6,6,350
Bahria Enclave, Islamabad,20,House,33.6550843,73.2051385,6,6,280
Bahria Enclave, Islamabad,20,House,33.6550843,73.2051385,6,5,250
Bahria Enclave, Islamabad,10,House,33.6550843,73.2051385,6,5,200
Bahria Enclave, Islamabad,10,House,33.6550843,73.2051385,6,5,160
Bahria Enclave, Islamabad,10,House,33.6550843,73.2051385,5,5,140
Bahria Enclave, Islamabad,10,House,33.6550843,73.2051385,6,5,130
Bahria Enclave, Islamabad,8,House,33.6550843,73.2051385,5,5,95
Bahria Enclave, Islamabad,8,House,33.6550843,73.2051385,6,5,90
Bahria Enclave, Islamabad,10,House,33.6550843,73.2051385,5,4,105
Bahria Enclave, Islamabad,7,House,33.6550843,73.2051385,5,4,90
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,5,4,65
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,4,3,110
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,3,3,75
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,4,3,72
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,4,3,70
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,4,3,65
Bahria Enclave, Islamabad,5,House,33.6550843,73.2051385,3,3,60
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,5,5,150
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,6,5,150
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,5,5,145
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,5,5,140
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,6,5,135
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,4,3,105
Bahria Enclave - Sector A, Islamabad,10,House,33.6956541,73.21443851,2,2,65
Bahria Enclave - Sector C, Islamabad,20,House,33.6932212,73.1943075,5,5,250
Bahria Enclave - Sector C, Islamabad,20,House,33.6932212,73.1943075,5,5,180
Bahria Enclave - Sector C1, Islamabad,9,House,33.6921956,73.1943075,5,5,115
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,5,5,110
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,6,6,200
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,6,5,210
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,5,5,205
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,6,5,160
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,6,5,140
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,5,5,135
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,4,5,128
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,6,5,110
Bahria Enclave - Sector C1, Islamabad,10,House,33.6921956,73.1943075,5,4,105
Bahria Enclave - Sector C3, Islamabad,9,House,33.6932212,73.1943075,5,5,70
Bahria Enclave - Sector C3, Islamabad,5,House,33.6932212,73.1943075,5,5,50
F-8/3, Islamabad,40,House,33.71607365,73.04304059,5,5,2434
F-8/3, Islamabad,40,House,33.71607365,73.04304059,5,5,2291
F-8/3, Islamabad,20,House,33.71607365,73.04304059,5,5,866
F-8/3, Islamabad,20,House,33.71607365,73.04304059,5,5,578
F-8/3, Islamabad,40,House,33.71607365,73.04304059,7,7,2041
F-8/3, Islamabad,26,House,33.71607365,73.04304059,6,7,750
F-8/3, Islamabad,20,House,33.71607365,73.04304059,6,6,1155
F-8/3, Islamabad,40,House,33.71607365,73.04304059,6,6,1000
F-8/3, Islamabad,20,House,33.71607365,73.04304059,6,6,900
F-8/3, Islamabad,20,House,33.71607365,73.04304059,6,6,750
F-8/3, Islamabad,26,House,33.71607365,73.04304059,5,5,800
F-8/3, Islamabad,26,House,33.71607365,73.04304059,5,5,700
F-8/3, Islamabad,40,House,33.71607365,73.04304059,4,4,950
F-8/3, Islamabad,20,House,33.71607365,73.04304059,4,4,950
Bahria Town Phase 8 - Safari Valley, Rawalpindi,20,House,33.4941974,73.0695005,6,6,200
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,6,180
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,6,175
Bahria Town Phase 8 - Safari Valley, Rawalpindi,8,House,33.4941974,73.0695005,6,5,230
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7.3,House,33.4941974,73.0695005,6,5,230
Bahria Town Phase 8 - Safari Valley, Rawalpindi,10,House,33.4941974,73.0695005,5,5,120
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,90
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,88
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,5,5,85
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,85
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,4,5,80
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,80
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,5,5,75
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,75
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,72
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,5,5,70
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,6,5,70
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,5,4,80
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,5,4,65
Bahria Town Phase 8 - Safari Valley, Rawalpindi,5,House,33.4941974,73.0695005,5,4,60
Bahria Town Phase 8 - Safari Valley, Rawalpindi,7,House,33.4941974,73.0695005,4,3,150
Bahria Town Phase 8 - Safari Valley, Rawalpindi,5,House,33.4941974,73.0695005,3,3,55
Bahria Town Phase 8 - Safari Valley, Rawalpindi,5,House,33.4941974,73.0695005,4,3,52
Bahria Town Rawalpindi, Rawalpindi,20,House,33.5502173,73.1239422,6,6,380
Bahria Town Rawalpindi, Rawalpindi,20,House,33.5502173,73.1239422,6,6,280
Bahria Town Phase 8 - Block C, Rawalpindi,10,House,33.4824642,73.0498904,2,5,130
Bahria Town Phase 8 - Block C, Rawalpindi,10,House,33.4824642,73.0498904,5,5,120
Bahria Town Phase 8 - Block C, Rawalpindi,14,House,33.4824642,73.0498904,5,5,115
Bahria Town Phase 8 - Block C, Rawalpindi,12,House,33.4824642,73.0498904,6,5,115
Bahria Town Phase 8 - Block C, Rawalpindi,10,House,33.4824642,73.0498904,6,5,110
Bahria Town Phase 8 - Block D, Rawalpindi,10,House,33.4824642,73.0498904,5,5,120
Bahria Town Phase 8 - Block D, Rawalpindi,10,House,33.4824769,73.0498904,6,5,110
Bahria Town Phase 8 - Block D, Rawalpindi,20,House,33.4824769,73.0498904,6,5,75
Bahria Town Phase 8 - Block D, Rawalpindi,10,House,33.4824642,73.0498904,3,3,150
Bahria Town Phase 8 - Block G, Rawalpindi,10,House,33.4824769,73.0498904,6,5,75
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.4824642,73.0498904,5,5,110
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.4824642,73.0498904,5,5,90
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.4824642,73.0498904,6,5,90
Bahria Town Phase 8 - Block L, Rawalpindi,10,House,33.4824642,73.0498904,6,5,80
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824642,73.0498904,5,4,55
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824642,73.0498904,5,4,50
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824642,73.0498904,3,3,60
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824642,73.0498904,4,3,52
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824642,73.0498904,3,3,50
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,75
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,5,5,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,180
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,90
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,5,5,80
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,80
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,78
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,4,5,75
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,73
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,6,5,72
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,70
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,65
Bahria Town Phase 8 - Ali Block, Rawalpindi,7,House,33.4824769,73.0498904,5,5,60
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,4,165
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,4,60
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,4,58
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,4,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,4,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,5,4,55
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,4,3,150
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824769,73.0498904,3,3,80
